identifier,mediaType,accessLevel,source,title,duration,recordedDate,digitizedFromFormat,description,person,producer,rightsholder,client,generation,internalNote,Merknader,Digitalisert,Merknad
1212,video,lukket,Videoproduksjon_Mastertape,AIR-konferanse. Presentasjon,00:06:38,1987-05-01T00:00:00Z,U-MaticLB,"Presentasjon av Bergen, universitetsområdet, Nygårdshøyden, Haukelandsområdet, Årstadvollen, Odontologisk m.m. Bestilt av J. Teigland til AIR-konferansen i Bergen",,Arnt Brandseth,UMS,,Master,,,,
1223,video,lukket,Videoproduksjon_Mastertape,Presentasjon,00:20:00,,U-MaticLB,"Presentasjon av av TV-produksjon ved UiB. Eksempel fra lokalhistorieprogrammene, UiB.",,,UMS,,Master,,,,
1243,video,lukket,Videoproduksjon_Mastertape,Forvaltningsrett nr 4.,01:00:00,1987-06-01T00:00:00Z,U-MaticLB,Forvaltningsloven - enkeltvedtak. Forelesning av Arvid Frihagen i serien Offentligrettslige skrifter.,Arvid Frihagen,Arnt Brandseth,Arvid Frihagen,Arvid Frihagen,Master,,,,
1245,video,lukket,Videoproduksjon_Mastertape,Vågen Fysisk institutt :1,00:50:00,1987-06-01T00:00:00Z,U-MaticLB,Jan Vågen ved Fysisk inst. intervjuer Hans Dahl.,"Jan Vågen|,|Hans Dahl",Stein Isaksen,,,Master,,,,
1246,video,lukket,Videoproduksjon_Mastertape,Vågen Fysisk institutt :2,00:50:00,1987-06-01T00:00:00Z,U-MaticLB,Vågen Fysisk ved Fysisk institutt intervjuer Hans Dahl.,"Jan Vågen|,|Hans Dahl",Stein Isaksen,,,Master,,,,
1272,video,lukket,Videoproduksjon_Mastertape,Et samfunn i samfunnet. Haukeland Sykehus.,00:35:48,1987-06-01T00:00:00Z,U-MaticLB,"Haukeland sykehus - et samfunn i samfunnet, informasjonsfilm om HAUKELAND SYKEHUS.",Ruth Brudvik,Arnt Brandseth,,Haukeland sykehus,Master,"dvcprokopi, X Frode, unr",dvcprokopi,X Frode,unr
1273,video,lukket,Videoproduksjon_Mastertape,Forvaltningsrett nr 3.,00:50:00,1987-06-01T00:00:00Z,U-MaticLB,Partsrettigheter i ansettelsessaker. Forelesning av Arvid Frihagen i forvaltningsrett i serien  Offentligsrettslige skrifter.,Arvid Frihagen,Arnt Brandseth,Arvid Frihagen,Arvid Frihagen,Master,,,,
1274,video,lukket,Videoproduksjon_Mastertape,Forvaltningsrett nr 2.,00:40:00,1987-06-01T00:00:00Z,U-MaticLB,Partsoffentlighet etter forvaltningsloven. Forelesning av Arvid Frihagen i forvaltningsrett i serien Offentligrettslige skrifter.,Arvid Frihagen,Arnt Brandseth,Arvid Frihagen,Arvid Frihagen,Master,,,,
1276,video,lukket,Videoproduksjon_Mastertape,Forvaltningsrett nr 1.,00:35:00,1987-06-01T00:00:00Z,U-MaticLB,Inhabilitet etter forvaltningsloven.  En forelesning av professor Arvid Frihagen i forvaltningsrett i serien Offentligrettslige skrifter.,Arvid Frihagen,Arnt Brandseth,Arvid Frihagen,Arvid Frihagen,Master,"Kr 300,-","Kr 300,-",,
1318,video,lukket,Videoproduksjon_Mastertape,Første semester.,00:27:00,1988-06-01T00:00:00Z,U-MaticLB,Informasjonsfilm om UiB. Vi følger en kvinnelig student fra sitt første møte med Universitetet til avsluttet examen Philosopicum. Filmen er vel så mye en stemningsrapport som en faktafilm.,,Arnt Brandseth,UMS,AV-avdelingen,Master,"Nær-TV, ",Nær-TV,,
1321,video,lukket,Videoproduksjon_Mastertape,Endoskopisk ultralyd.,00:20:13,1986-12-31T23:00:00Z,U-MaticLB,"Endoskopisk ultralyd, Medical department Section of Gastroenterology","Svein Ødegaard|,|Bjarte Børkje",Arnt Brandseth,UMS,,Master,,,,
1326,video,lukket,Videoproduksjon_Mastertape,Presentasjon av AV-Avdelingen.,00:21:40,1987-12-31T23:00:00Z,U-MaticLB,Presentasjon av AV-Avdelingen,,Arnt Brandseth,UMS,,Master,,,,
1328,video,lukket,Videoproduksjon_Mastertape,Fadderuke,00:03:57,,U-MaticLB,Fadderuke for nye studenter ved fysisk institutt,,Arnt Brandseth,UMS,,Master,"Ikke spillbar, ",Ikke spillbar,,
1334,video,lukket,Videoproduksjon_Mastertape,Carl Georg Hempel - krav til vitenskapelige forklaringer.,,,U-MaticLB,Carl Georg Hempel - krav til vitenskapelige forklaringer.  En forelesning av mag.art. Bjørn Holgernes,Bjørn Holgernes,,UMS,,Master,,,,
1339,video,lukket,Videoproduksjon_Mastertape,Elektroniske bøker.,,1990-12-31T23:00:00Z,U-MaticLB,Elektroniske bøker.,,,UMS,,Master,,,,
2043,video,lukket,Videoproduksjon_Mastertape,Arboretet på Milde.,00:22:57,1985-08-28T00:00:00Z,U-MaticLB,"Arboretet ble etablert 1971 og rommer i dag tusentals planter, busker og trær.  På området finnes et rosarium, natursti og badeplass. Arboretet er en kilde til kunnskap og rekreasjon. Vi besøker denne botaniske hagen ved Fanafjorden og hører om bakgrunnen",,Gjartrud Kolaas,UMS,,Master,NRK,NRK,,
2044,video,lukket,Videoproduksjon_Mastertape,Aktualitetsinnslag på nær-TV om hendelser på UiB.,00:22:58,1985-08-28T00:00:00Z,U-MaticLB,"Bånd 1: Aktualitetsinnslag. 1: Årsfesten 1986.  2: Intervju med romfarer Kathryn D. Sullivan.  3: Æresdoktorar i Håkonshallen.  4: Utstillingen ""Bryggen i brennpunktet"".  5: Utstillingen ""Tuberkulosen i Norge"". Rep. om Arboretet på Milde.","Kathryn D. Sullivan|,|Ole D. Lærum|,|Poul Søndergaard|,|Mary Losvik|,|Magne Sandvik",Gjartrud Kolaas,UMS,,Dub,Nær-TV,Nær-TV,,
2045,video,lukket,Videoproduksjon_Mastertape,Aktualitetsinnslag på nær-TV om hendelser på UiB.,00:23:05,1985-08-28T00:00:00Z,U-MaticLB,"1:Årsfest, intervju med Kathryn D. Sullivan, æresdoktorer i Håkonshallen 2:Utstilling ""Bryggen i brennpunktet"" 3:Utstilling ""Tuberkulosen i Norge"" 4: Arboretet på Milde.","Kathryn D. Sullivan|,|Ole D. Lærum|,|Poul Søndergaard|,|Mary Losvik|,|Magne Sandvik",Gjartrud Kolaas,UMS,,Dub,Nær-TV,Nær-TV,,
2046,video,lukket,Videoproduksjon_Mastertape,Meir menneskeleg.,00:50:05,1985-09-18T00:00:00Z,U-MaticLB,"Programmet har undertittelen ""Humanister i Bergen møter framtida"" og er laget i forbindelse med Humanioradagene ved Universitetet høsten -85. Programmet gir i et tverrsnitt en beskrivelse av de humanistiske fagenes stilling i 80-årene, deres bredde,",Tom Hetland,Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2048,video,lukket,Videoproduksjon_Mastertape,Møtested mellom fortid og nåtid. Orientering om lørdagsuniversitetet i høst.,00:29:55,1985-10-15T23:00:00Z,U-MaticLB,"1: Bryggens Museum - møtested mellom fortid og nåtid""  2: Orientering om lørdagsuniversitetet i høst",,Arnt Brandseth,UMS,,Dub,Nær-TV,Nær-TV,,
2051,video,lukket,Videoproduksjon_Mastertape,Se innhold,00:48:06,1985-12-10T23:00:00Z,U-MaticLB,1:Passer filmen for barn? 2:Bøker i Bergen. 3:Jordskjelvstasonene. 4:De farlige bølgene.,Tordis Dalland Evans,Arnt Brandseth,UMS,,Dub,Nær-TV,Nær-TV,,
2092,video,lukket,Videoproduksjon_Mastertape,Lokalhistorie.,,,U-MaticLB,Vignett Lokalhistorie,,Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2094,video,lukket,Videoproduksjon_Mastertape,De farlige bølgene.,00:05:15,1985-09-30T23:00:00Z,U-MaticLB,Barn blir sløve av å se fjernsyn! Denne påstanden er blitt undersøkt ved Inst. for somatisk psykologi ved UiB. Forskerne har ikke kunnet finne fysiologiske bevis for at TV-titting sløver barns oppmerksomhet. Forskerne har spesielt undersøkt alfabølgenes,"Tordis Dalland Evans|,|Tom Hetland|,|Marie Lillebø|,|Dag Vilsvik|,|Knut Halfdan Svendsen",Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2095,video,lukket,Videoproduksjon_Mastertape,Passer filmen for barn?,00:13:45,1985-09-30T23:00:00Z,U-MaticLB,Hva barn opplever av en film er ofte ulikt det voksne tror at barn opplever. Forskere ved UiB har gjennom flere undersøkelser prøvd å finne ut hvordan filmens budskap når frem til barn i ulik alder.,"Tordis Dalland Evans|,|Tom Hetland|,|Jon Egil Thorsen|,|Eirin Totland|,|Laila Fjellanger|,|Hilde Frøkaland",Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2119,video,lukket,Videoproduksjon_Mastertape,Hanseatica Bergensia.,00:50:00,,U-MaticLB,Hanseatica Bergensia,,Gjartrud Kolaas,UMS,,Master,,,,
2121,video,lukket,Videoproduksjon_Mastertape,Bøker i Bergen 2.,00:38:13,1986-02-18T23:00:00Z,U-MaticLB,Bøker i Bergen 2 v/Leif Longum. Gjest i studio: Willy Dahl. Nidelvens toneoppbygning.,"Leif Longum|,|Willy Dahl",Arnt Brandseth,UMS,,Master,Nær-TV,Nær-TV,,
2128,video,lukket,Videoproduksjon_Mastertape,Bøker i Bergen 3. Kvinner på nynorsk.,00:23:55,1986-04-02T00:00:00Z,U-MaticLB,Studiosamtale mellom Sigrid Bø Grønstøl og Idar Stegane om kvinner som skriver på nynorsk.,"Sigrid Bø Grønstøl|,|Idar Stegane",Arnt Brandseth,UMS,,Master,Nær-TV,Nær-TV,,
2170,video,lukket,Videoproduksjon_Mastertape,Flagg.,00:06:51,1985-12-31T23:00:00Z,U-MaticLB,Festspillutstilling 1986 i Galleri 1 Hordaland Kunstnersentrum.,,Stein Unger Hitland,UMS,,Dub,"Nær-TV. Ikke spillbar, , noen bilder",Nær-TV. Ikke spillbar,,noen bilder
2179,video,lukket,Videoproduksjon_Mastertape,Kampen om 17.mai.,00:24:19,1986-05-16T00:00:00Z,U-MaticLB,Kampen om 17.mai. Førstelektor Sigurd Aarnes forteller i studio om nasjonaldagens historie og måter åfeiere den på fram til i dag.,Sigurd Aarnes,Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2268,video,lukket,Videoproduksjon_Mastertape,Fra papir til laser.,00:18:23,1987-02-03T23:00:00Z,U-MaticLB,Om nye lagringsmedia. Digitale og analoge plater. Gjennomgang av NAVF's EDB senters forsøksprosjekt med å lage videoplate.,Øystein Reigem,Gjartrud Kolaas,UMS,,Master,"Nær-TV. Ikke spillbar, ",Nær-TV. Ikke spillbar,,
2270,video,lukket,Videoproduksjon_Mastertape,På ekspedisjon til Antarktis.,01:00:00,1986-12-31T23:00:00Z,U-MaticLB,Program fra den norske ekspedisjonen til Antarktis med skipet Andenes 1984/85. Studiosamtale om Monica Christensens ekspedisjon 1987.,"Egil Erikson|,|Yngvar Gjessing|,|Kristen Haugland",Gjartrud Kolaas,UMS,,Master,"Nær-TV. Ikke spillbar, ",Nær-TV. Ikke spillbar,,
2271,video,lukket,Videoproduksjon_Mastertape,Møte med Knut Fægri.,00:30:25,1984-12-31T23:00:00Z,U-MaticLB,Professor Knut Fægri er en av nestorene ved UiB. En av pådriverne for å få etablert Universitetet og et engasjert samfunnsmenneske med mangfoldige interesser. Fægri ser tilbake på utviklingen ved Universitetet og i eget fagområde.,Knut Fægri,Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, kopi dvcpro",Nær-TV,X Frode,kopi dvcpro
2273,video,lukket,Videoproduksjon_Mastertape,Vår todelte hjerne.,00:21:51,1986-12-31T23:00:00Z,U-MaticLB,Intervju med Kenneth Hugdahl om nyare forskning innan hjernegransking.,Kenneth Hugdahl,Arnt Brandseth,UMS,,Master,Nær-TV,Nær-TV,,
2274,video,lukket,Videoproduksjon_Mastertape,Med en skje at æde.,00:09:50,1987-08-23T00:00:00Z,U-MaticLB,"Programmet ble laget i forbindelse med utstillingen ""Hushold i middelalderen"" på Bryggens Museum.   Anne Ågotnes forteller om utstillingen og om kostvaner i middelalderen.",,Arnt Brandseth,UMS,,Master,Nær-TV,Nær-TV,,
2275,video,lukket,Videoproduksjon_Mastertape,Ekkoet fra Wittenberg.,00:30:15,1986-12-31T23:00:00Z,U-MaticLB,"Programmet handler om billedstormen i kirkene og billedsynet etter reformasjonen. Om hvordan synet skiftet fra Luther som var liberal, til de strenge reformatorene Calvin og Zwingly. Om hvordan billedbruken ble strengere i den katolske kirke.",Henrik von Achen,Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2277,video,lukket,Videoproduksjon_Mastertape,Orknøyene - et stykke norsk historie.,00:19:25,1987-06-20T00:00:00Z,U-MaticLB,Om forholdet Norge-Orknøyene i vikingtiden til dagens samkvem og Vennskapsforeningen Orknøyene-Norge. Vi følger en utstilling fra Hist. Mus. til Kirkwall med funn gravd ut på Orknøyene. Dette i forbindelse med 850års jubileet for St.Magnuskatedralen.,"Sigrid Kaland|,|Knut Helle|,|Arne Abrahamsen","G.K|,|Arne Abrahamsen",UMS,,Master,Nær-TV,Nær-TV,,
2279,video,lukket,Videoproduksjon_Mastertape,Berg-tatt.,00:14:58,1987-11-01T23:00:00Z,U-MaticLB,Steindag på Geologisk Museum,"Øystein Jansen|,|Hans Wraamann",Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2281,video,lukket,Videoproduksjon_Mastertape,Forvaltningsloven - enkeltvedtak.,,,U-MaticLB,Forvaltningsloven - enkeltvedtak.  En forelesning av professor Arvid Frihagen i forvaltningsrett nr. 4 i serien Offentligrettslige skrifter,Arvid Frihagen,Arnt Brandseth,Arvid Frihagen,Arvid Frihagen,Master,,,,
2284,video,lukket,Videoproduksjon_Mastertape,Samtale med familie som har mistet en sønn/bror.,,1988-06-23T00:00:00Z,U-MaticLB,Samtale med familie som har mistet en sønn/bror,Magne Raundalen,,Magne Raundalen,,Master,,,,
2285,video,lukket,Videoproduksjon_Mastertape,På talefot med middelalderen.,,,U-MaticLB,På talefot med middelalderen.,Henrik von Achen,Gjartrud Kolaas,UMS,,Master,,,,
2286,video,lukket,Videoproduksjon_Mastertape,Da alteret talte.,00:26:00,1987-12-31T23:00:00Z,U-MaticLB,"Historisk Museum i Bergen sin enestående samling av antemensaler. Programmet viser utviklingen av alterutsmykningen, hvordan antemensalene ble laget og hvordan kunstnere fra hele Europa påvirket hverandre.",Henrik von Achen,Gjartrud Kolaas,UMS,,Master,,,,
2287,video,lukket,Videoproduksjon_Mastertape,Et barn er oss født,00:16:28,1987-12-31T23:00:00Z,U-MaticLB,Programmet er laget på Historisk Museum i Bergen og viser julens hendelser slik de ble framstilt på norske antemensaler på 12-1300 tallet. Antemensaler er malte bilder som stod på gulvet foran alteret i kirkene.,Henrik von Achen,Gjartrud Kolaas,UMS,,Master,,,,
2297,video,lukket,Videoproduksjon_Mastertape,Jordskjelvstasjonen,00:10:20,1985-09-30T23:00:00Z,U-MaticLB,9/7 1905 målte seismografen i Bergen sitt første jordsjelv - måneder etterpå kom avismeldingene om jordsjelvet. Siden den gang er det blitt målt tusentalls rystelser ved stasjonen som i dag har fått nye oppgaver med overvåking.,"Tom Hetland|,|Markvard Sellevold|,|Jens Havskov",Gjartrud Kolaas,UMS,,Dub,Nær-TV,Nær-TV,,
2298,video,lukket,Videoproduksjon_Mastertape,Kvinner i ramme.,00:14:04,1987-05-26T00:00:00Z,U-MaticLB,"En sosiologisk analyse av kjønnsrollemønsteret i norsk ukebladreklame i 1965, 1976, 1985. Videreføring av ""trenden"" i reklamebildet: Mer sex og vold. Norge er eneste land i verden som har lovfestet likestilling i reklame.","Marjan Flick|,|Elsa Almås|,|Jarle Indrøy|,|Enquete.",Gjartrud Kolaas,UMS,,Master,Nær-TV,Nær-TV,,
2308,video,lukket,Videoproduksjon_Mastertape,EDB i språkopplæring,00:10:48,1986-12-31T23:00:00Z,U-MaticLB,"Bruk av datamaskiner er ikke bare begrenset til de harde fagene, også innenfor språkfagene blir EDB tatt i bruk. Nye dataprogram letter innøvingen av ord og uttrykk og den gamle gramatikkundervisningen blir avløst av dataprogram hvor studentene",Lise Oppdal,Arnt Brandseth,UMS,,Master,Nær-TV,Nær-TV,,
2326,video,lukket,Videoproduksjon_Mastertape,Orknøyene.,00:03:00,1987-06-29T00:00:00Z,U-MaticLB,Dagsrevyinnslag om Orknøyane,,Arnt Brandseth,UMS,,Master,NRK,NRK,,
2399,video,lukket,Videoproduksjon_Mastertape,Women framed?,00:14:04,,U-MaticLB,Women framed? (Kvinner i ramme) engelsk versjon.,Marjan Flick,Gjartrud Kolaas,UMS,,Dub,,,,
2400,video,lukket,Videoproduksjon_Mastertape,"Herren er død, Herren lever! - Påsken i middelalderens billedkunst.",00:17:00,1987-12-31T23:00:00Z,U-MaticLB,Programmet er laget på Historisk Museum i Bergen og viser påskebudskapet slik det ble fremstilt på norske antemensaler på 12-1300 tallet. Antemensaler er malte bilder som sto på gulvet foran alteret i kirkene.,Henrik von Achen,Gjartrud Kolaas,UMS,,Master,,,,
2411,video,lukket,Videoproduksjon_Mastertape,Mikrobiologi,,1989-03-07T23:00:00Z,U-MaticLB,Muggsopp og bakterier i ost. Familie rundt Frokostbord,"Ragnhild|,|Inge|,|Silje",Gjartrud Kolaas,UMS,,Master,,,,
3000,video,lukket,Videoproduksjon_Mastertape,Colonundersøkelse.,00:14:00,1979-10-10T23:00:00Z,U-MaticLB,"Colonundersøkelse, hjelpemidler, pasient, røntgen innvendig og utvendig.","Karl Otto Olsen|,|Sigrid Boge|,|Berit Bergheim",Lars Skjold Wilhelmsen,UMS,,Dub,"Kr 300,-, X Frode, Lege Karl Otto Olsen. Radiograf Sigrid Boge. Hjelpepleier Berit Bergheim.","Kr 300,-",X Frode,Lege Karl Otto Olsen. Radiograf Sigrid Boge. Hjelpepleier Berit Bergheim.
3004,video,lukket,Videoproduksjon_Mastertape,Om sminking for TV,00:20:00,1981-10-22T23:00:00Z,U-MaticLB,Sminking for TV-opptak. Videoseminar av Gerd K. Matthews,,Marianne Giske,UMS,,Master,,,,
3005,video,lukket,Videoproduksjon_Mastertape,Alders demens.,00:27:00,1988-12-31T23:00:00Z,"1"" C",Alders demens,,Arnt Brandseth,Bergen Kommune,Bergen Kommune,Master,,,,
3006,video,lukket,Videoproduksjon_Mastertape,Midt i synet - Noreka,00:12:10,1989-01-01T23:00:00Z,U-MaticLB,"NOREKA Utstilling i Galleriet ""Midt i synet""",,Victor E. Dahl,UMS,Noreka,Master,,,,
3007,video,lukket,Videoproduksjon_Mastertape,"Levende jord, Living Earth",00:04:49,1989-01-01T23:00:00Z,"1"" C","NOREKA Levende Jord, Living Earth. Norsk versjon, engelsk versjon",,Arnt Brandseth,UMS,Noreka,Master,,,,
3009,video,lukket,Videoproduksjon_Mastertape,Mandag eller juni i dag?,,1990-06-01T00:00:00Z,BetacamSP,Mandag eller juni i dag? Alders demens.,,Arnt Brandseth,UMS,,Master,X Frode,,X Frode,
3012,video,lukket,Videoproduksjon_Mastertape,Derfra gaae skibe.. Del 1: Byen blir til.,00:33:35,1986-01-28T23:00:00Z,U-MaticLB,Om bydannelse generelt og Bergens oppkomst spesielt. Presentasjon av en funksjons- og strukturmodell for byens oppkomst og utvikling. Drøfting av mulige årsaker til at det ble bydanning på Vågen. Behandler perioden 700 - 1200 e. kr.,Knut Helle,Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, A1207",Nær-TV,X Frode,A1207
3013,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 2: Høymiddelalderbyen.,00:33:45,1986-03-04T23:00:00Z,U-MaticLB,"Om Bergen som høymiddelalderens rikshovedstad, europeisk handelsmetropol - og senter for kunst og kultur.  Behandler 1300-tallets bysamfunn.",Knut Helle,Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, A1202",Nær-TV,X Frode,A1202
3014,video,lukket,Videoproduksjon_Mastertape,Derfra gaae skibe.. Del 3: Hanseatenes by.,00:44:50,1986-04-09T00:00:00Z,U-MaticLB,"Om hanseatenes virksomhet i Bergen gjennom 500 år. Bl.a. om hanseatenes handelsorganisasjon, sosiale liv og påvirkning på bysamfunnet.  Behandler perioden 1200-1700.",Knut Helle,Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, A1201",Nær-TV,X Frode,A1201
3015,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 4: Borgerskapets by.,00:57:16,1986-05-07T00:00:00Z,U-MaticLB,"Omhandler 1500- og 1600-tallets Bergen. En mulighetenes by med stor tilflytting fra utland og næroppland, men også en by med stor sosial uro og moralsk forfall. En tid hvor heksebålene lurer på Nordnes.",Anders Bjarne Fossen,Arnt Brandseth,UMS,,Master,"Nær-TV, X Frode, A1205",Nær-TV,X Frode,A1205
3016,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 5: Kontrastenes by.,00:50:34,1986-06-04T00:00:00Z,U-MaticLB,"Omhandler Bergens utvikling i enevoldstiden(1665-1814). En tid hvor de sterke kjøpmenn gjennom handelsprivilegier utkonkurrerer de små, og hvor store deler av byens innbyggere lever i nød og fattigdom. Vi møter Jørgen Thormøhlen, visekonge av St. Thomas.",Anders Bjarne Fossen,Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, unr",Nær-TV,X Frode,unr
3017,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 6: Byen og strilelandet.,00:36:38,1986-08-20T00:00:00Z,U-MaticLB,"Programmet forsøker å klargjøre begrepet ""stril"". Vi får et innblikk i det særegne ved strilekulturen, og følger utviklingeni i forholdet mellomm  bymann og stril.  Omhandler perioden  ca. 1700 til vår egen tid.",Anders Bjarne Fossen,Arnt Brandseth,UMS,,Master,"Nær-TV, X Frode, unr",Nær-TV,X Frode,unr
3018,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 7: Byen sprenger grensene.,00:41:50,1986-09-17T00:00:00Z,U-MaticLB,"Om byens fysiske vekst. Fra å være en by rundt Vågen ble Bergen etterhvert en by mellom og rundt fjellene. Befolkningsvekst, næringsutvikling, nye kommunikasjoner og følgene av bybrannen i 1916 og 2.verdenskrig er faktorer som har formet byens utseende.","Anders Bjarne Fossen|,|Tore Grønlie",Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, A1206",Nær-TV,X Frode,A1206
3019,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 8: Byen skifter ham.,00:42:17,1986-09-30T23:00:00Z,U-MaticLB,"Om endringen i byens næringsliv i siste del av forrige århundre og frem mot 1. verdenskrig. Tiltagende industrialisering i og rundt byen, overgang fra seil til dampskip, nye kommunikasjonsmønster og fremveksten av en ny industriarbeiderklasse.","Anders Bjarne Fossen|,|Tore Grønlie",Arnt Brandseth,UMS,,Master,"Nær-TV, X Frode, A1204",Nær-TV,X Frode,A1204
3020,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 9: En by i stagnasjon.,00:38:05,1986-11-18T23:00:00Z,U-MaticLB,"Om endringen i byens næringsstruktur fra mellomkrigsårene til vår egen tid. Nye kommunikasjoner og offentlige reguleringer svekker byens rolle som handelssentrum. Nord-Norge fører selv ut sine fiskevarer, mens Oslo og Stavanger overtar som importhavner.",Tore Grønlie,Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, unr",Nær-TV,X Frode,unr
3021,video,lukket,Videoproduksjon_Mastertape,Derfra gaae Skibe.. Del 10: Bergen - hva nå.,00:42:25,1986-12-02T23:00:00Z,U-MaticLB,"Studiodebatt om byens nåtid og framtid, sett i et historisk perspektiv.","Henrik J. Lisæth|,|Elisabeth Aasen|,|Chr. Rieber|,|Tore Grønlie|,|Knut Helle|,|A.B. Fossen|,|Per J. Odeen",Gjartrud Kolaas,UMS,,Master,"Nær-TV, X Frode, unr",Nær-TV,X Frode,unr
3034,video,lukket,Videoproduksjon_Mastertape,Hand i Hand.,,1988-12-31T23:00:00Z,U-MaticLB,Håndkirurgi. Reparasjon av skader i hånd.,Tore Haga,Tore Haga,Tore Haga,,Master,NRK,NRK,,
3126,video,lukket,Videoproduksjon_Mastertape,Kransåresykdommene 1-3,00:45:00,,U-MaticLB,Prog.1: Hjerteinfarkt.  Prog.2: Etter infarktet.  Prog.3: Agina Pectoris.,,J. Mæland,UMS,,Master,"dvcprokopi, X Frode, unr",dvcprokopi,X Frode,unr
3127,video,lukket,Videoproduksjon_Mastertape,Kransåresykdommene 4-5,00:45:00,,U-MaticLB,"Prog.4: Årsaker, forebygging.  Prog.5: Hjertet i sentrum",,J. Mæland,UMS,,Master,"dvcprokopi, X Frode, unr",dvcprokopi,X Frode,unr
3128,video,lukket,Videoproduksjon_Mastertape,Planteliv i fjellet.,00:30:00,1985-05-18T00:00:00Z,U-MaticLB,Planteliv i fjellet. En lysbildeserie laget av studenter ved Botanisk Museum,,BOT,BOT,,Master,,,,
3129,video,lukket,Videoproduksjon_Mastertape,Planteliv i fjellet,00:30:34,1985-01-09T23:00:00Z,U-MaticLB,Planteliv i fjellet,,BOT,BOT,,Master,,,,
3131,video,lukket,Videoproduksjon_Mastertape,Kommunikative øvinger.,00:40:00,1984-11-20T23:00:00Z,U-MaticLB,1: Find the differences. 2: Describe and draw. 3: Describe and arrange. 4: All pictures identical except one. 5: One identical pair of pictures.,Per Orten,Stein Isaksen,Ped.Sem.,Ped.Sem.,Master,,,,
3132,video,lukket,Videoproduksjon_Mastertape,Aktiviserende undervisningsmodeller.,00:21:35,1984-11-19T23:00:00Z,U-MaticLB,"1: Holiday plans.2: Two nations, two peoples. 3: Discussing a topic. 4: Analysing a poem.",Per Orten,Stein Isaksen,Ped.Sem.,Ped.Sem.,Master,,,,
3133,video,lukket,Videoproduksjon_Mastertape,Tekstbehandling - et selvinstruerende læreprogram,00:47:50,1984-10-10T23:00:00Z,U-MaticLB,Tekstbehandling - et selvinstruerende læreprogram i Wang tekstbehandling.,Roald Skarsten,Roald Skarsten,UMS,,Master,,,,
3135,video,lukket,Videoproduksjon_Mastertape,Veiledning for lærere som underviser vietnamesiske elever i engelsk i videreg. skole,00:42:55,1984-05-01T00:00:00Z,U-MaticLB,1: Innøving. 2: Tonemer. 3: Pararbeid. 4: Peer-teaching. 5: Intonasjonsøving.,Per Orten,Stein Isaksen,UMS,,Master,,,,
3136,video,lukket,Videoproduksjon_Mastertape,Norsk for utenlandske studenter. Innføringsprogram.,00:24:30,1985-05-01T00:00:00Z,U-MaticLB,Forelesning for samfunnsvitenskapelig faggruppe.   Del 1.,Helge Østbye,,UMS,,Master,,,,
