identifier,mediaType,accessLevel,source,title,duration,recordedDate,digitizedFromFormat,description,person,producer,rightsholder,client,generation,internalNote,Merknader,Digitalisert,Merknad
dv402,video,lukket,Videoproduksjon_Mastertape,forskning.no,00:03:40,,DV,forskning.no - krag/jørgensen,,,,,,X Frode,,X Frode,
dv403,video,lukket,Videoproduksjon_Mastertape,forskning.no,00:03:38,,DV,forskning.no - kjempebølger,,,,,,X Frode,,X Frode,
dv404,video,lukket,Videoproduksjon_Mastertape,,,,DV,Forskerspirene del 1-6,,,,,,X Frode,,X Frode,
dv405,video,lukket,Videoproduksjon_Mastertape,,,,DV,Forskerspirene del 7-10,,,,,,X Frode,,X Frode,
dv406,video,lukket,Videoproduksjon_Mastertape,,,,DV,Forskerspirene del 11-15,,,,,,X Frode,,X Frode,
a00407,video,lukket,Videoproduksjon_Mastertape,Utenfra men hjemme,00:29:06,2003-01-01T00:00:00Z,DVCPro25,Utenfra men hjemme,,Nils Arne Sæbø,,,Master,X Frode,,X Frode,
a1092,video,lukket,Videoproduksjon_Mastertape,Mammaranet,00:21:40,2006-04-24T00:00:00Z,DVCPro50,"Mammaranet, m super, rull og norsk tekst","Emmalyn Barcelon|,|Lise Widding Isaksen",Astrid Rommetveit,Univisjon,TV2,,X Frode,,X Frode,
a1154,video,lukket,Videoproduksjon_Mastertape,Making Weather,00:01:40,2005-01-01T00:00:00Z,DVCPro50,PILOT - Making weather,,Nils Arne Sæbø,Univisjon,,,,,,
A1090,video,lukket,Videoproduksjon_Mastertape,L+ Den filippinske aupairen,00:26:38,2005-07-15T00:00:00Z,DVCPro50,"Læreplan+: Den filippinske aupairen, m tekst","Emmalyn Barcelon|,|Marianne Hovdan",Astrid Rommetveit,,UD,Master,X Frode,,X Frode,
A00385,video,lukket,Videoproduksjon_Mastertape,The secret cave of diaries. Grottemannen.,,2002-09-01T00:00:00Z,DVCPro50,"Grottemannen. Int versjon, ch 1+2 eng mix, ch3+4 i-mix, open bacgrounds etter prog, tone -14db",Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,,,,
A00374,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:37,,DVCPro50,"Grottemannen. 1+2 stereo, tone -14db, peak +6db",Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,X Frode,,X Frode,
a0005,video,lukket,Videoproduksjon_Mastertape,Den nye gulljakten,,,DVCPro50,PILOT: Den nye gulljakten,,Bjørn Vassnes,,,,X Frode,,X Frode,
a1287,video,lukket,Videoproduksjon_Mastertape,Forskning.no,00:03:00,2006-01-01T00:00:00Z,DvcProHD,"Forskning.no, Hudkreft.",,Arnt Brandseth,,,,,,,
a0935,video,lukket,Videoproduksjon_Mastertape,Utenfor eden,00:52:52,2004-12-01T00:00:00Z,DVCPro50,"Utenfor eden 1:3. ""Av jord"", TC 10:00:00:00, Norsk versjon m super og rulletekst, Fargekorrigert",,"Univisjon|,|NRK|,|Nils Arne Sæbø",,NRK,,X Frode,,X Frode,
a0937,video,lukket,Videoproduksjon_Mastertape,Utenfor eden,00:52:45,2004-12-01T00:00:00Z,DVCPro50,"Utenfor eden 2:3. ""Fruktbar balanse"", TC 10:00:00:00, Norsk versjon m super og rulletekst, Fargekorrigert",,"Univisjon|,|NRK|,|Nils Arne Sæbø",,NRK,,X Frode,,X Frode,
a0936,video,lukket,Videoproduksjon_Mastertape,Utenfor eden,00:52:59,2004-12-01T00:00:00Z,DVCPro50,"Utenfor eden 3:3. ""Drømmen om edens hage"", TC 10:00:00:00, Norsk versjon m super og rulletekst, Fargekorrigert",,"Univisjon|,|NRK|,|Nils Arne Sæbø",,NRK,,X Frode,,X Frode,
a1430,video,lukket,Videoproduksjon_Mastertape,Utenfor eden,00:52:55,2004-12-01T00:00:00Z,DVCPro50,"Outside Eden 1:3. ""Mother Earth"", TC 10:00:00:00, 1+2 ferdigmix m/engelsk kom, 3+4 I-lyd, Uten tittel, super og rull.",,"Univisjon|,|NRK|,|Nils Arne Sæbø",,NRK,,X Frode,,X Frode,
a1431,video,lukket,Videoproduksjon_Mastertape,Utenfor eden,00:52:45,2004-12-01T00:00:00Z,DVCPro50,"Outside Eden 2:3. ""A fertile balance"", TC 10:00:00:00, 1+2 ferdigmix m/engelsk kom, 3+4 I-lyd, Uten tittel, super og rull.",,"Univisjon|,|NRK|,|Nils Arne Sæbø",,NRK,,X Frode,,X Frode,
a1432,video,lukket,Videoproduksjon_Mastertape,Utenfor eden,00:52:45,2004-12-01T00:00:00Z,DVCPro50,"Outside Eden 3:3. ""The dream"", TC 10:00:00:00, 1+2 ferdigmix m/engelsk kom, 3+4 I-lyd, Uten tittel, super og rull.",,"Univisjon|,|NRK|,|Nils Arne Sæbø",,NRK,,X Frode,,X Frode,
a1395,video,lukket,Videoproduksjon_Mastertape,Trade not aid -lettere sagt enn gjort?,00:13:46,2006-10-18T00:00:00Z,DVCPro50,MASTER. Trade not aid -lettere sagt enn gjort?,,"Astrid Rommetveit|,|Bjørn Bøthun",Univisjon,UD,,X Frode,,X Frode,
a1393,video,lukket,Videoproduksjon_Mastertape,Model UN. FN-Rollespill for alle,00:05:24,2006-10-18T00:00:00Z,DVCPro50,MASTER. Model UN. FN-Rollespill for alle,,Bjørn Bøthun,Univisjon,Sparebanken Vest/TMUN,,X Frode,,X Frode,
a1394,video,lukket,Videoproduksjon_Mastertape,Model UN. FN-Rollespill for alle,00:05:24,2006-10-18T00:00:00Z,DVCPro50,MASTER. Model UN. FN-Rollespill for alle,,Bjørn Bøthun,Univisjon,Sparebanken Vest/TMUN,,X Frode,,X Frode,
a1397,video,lukket,Videoproduksjon_Mastertape,Hemmelige koder,00:24:55,2005-01-01T00:00:00Z,DVCPro50,Hemmelige koder,,Nils Arne Sæbø,,,,X Frode,,X Frode,
a1398,video,lukket,Videoproduksjon_Mastertape,GRUBLE,00:04:27,2006-01-01T00:00:00Z,DVCPro50,GRUBLE -filosofi med barn,,,,Sparebanken Vest,,X Frode,,X Frode,
A1489,video,lukket,Videoproduksjon_Mastertape,Værets ansikt,00:28:30,2006-01-01T00:00:00Z,DVCPro,"Filmen handler om den moderne meteorologiens far Vilhelm  Bjerknes, og hans arbeid for å gjøre meteorologi til en seriøs vitenskap.",Vilhelm Bjerknes,"Univisjon|,|Arnt Brandseth",Univisjon,,Master,X Frode,,X Frode,
A1388,video,lukket,Videoproduksjon_Mastertape,Værets ansikt,00:28:30,2006-01-01T00:00:00Z,DVCPro,"Filmen handler om den moderne meteorologiens far Vilhelm  Bjerknes, og hans arbeid for å gjøre meteorologi til en seriøs vitenskap.",Vilhelm Bjerknes,"Univisjon|,|Arnt Brandseth",Univisjon,,Master,"i-lyd, X Frode",i-lyd,X Frode,
A1441,video,lukket,Videoproduksjon_Mastertape,SPV kunstnerstipend,00:04:56,2006-01-01T00:00:00Z,DVCPro,Lars Sture fikk tildelt kunstnerstipend av Sparebanken Vest i 2005,"Lars Sture|,|Gunnar Staalesen","Univisjon|,|Arnt Brandseth",,Sparebanken Vest,Master,X Frode,,X Frode,
A1439,video,lukket,Videoproduksjon_Mastertape,Den globale fisken,00:27:00,2006-01-01T00:00:00Z,DVCPro,Filmens hovedperson er den 25 år gamle kinesisktalende redersønnen Fredrik Remøy fra Ålesund. Målet hans er å selge norsk fisk til Kina. Vi følger ham gjennom oppturer og nedturer. I Thailand møter vi to personer som begge er berørt av den globale handelen med fisk.  Den tidligere kystfiskeren Jurun Rachapol og rekoppdretteren Worranee Chanche.,"Fredrik Remøy|,| Worranee Chanche|,| Jurun Rachapol","Univisjon|,|Arnt Brandseth",Univisjon,,Master,"Uten teksting, ",Uten teksting,,
A1438,video,lukket,Videoproduksjon_Mastertape,Den globale fisken,00:27:00,2006-01-01T00:00:00Z,DVCPro,Filmens hovedperson er den 25 år gamle kinesisktalende redersønnen Fredrik Remøy fra Ålesund. Målet hans er å selge norsk fisk til Kina. Vi følger ham gjennom oppturer og nedturer. I Thailand møter vi to personer som begge er berørt av den globale handelen med fisk.  Den tidligere kystfiskeren Jurun Rachapol og rekoppdretteren Worranee Chanche.,"Fredrik Remøy|,| Worranee Chanche|,| Jurun Rachapol","Univisjon|,|Arnt Brandseth",Univisjon,,Master,"Med teksting, X Frode",Med teksting,X Frode,
DV0223,video,lukket,Videoproduksjon_Mastertape,The Weathers Face,,2002-01-01T00:00:00Z,DV,Et program om Vilhelm Bjerknes.  Engelsk versjon,,Univisjon,Univisjon,,Master,X Frode,,X Frode,
a0485,video,lukket,Videoproduksjon_Mastertape,L+ En klode-et miljø,,2002-01-01T00:00:00Z,DVCPro,L+ En klode-et miljø. MASTER,,Astrid Rommetveit,,UD,,X Frode,,X Frode,
a1493,video,lukket,Videoproduksjon_Mastertape,AID for TRADE,00:07:05,2007-01-01T00:00:00Z,DVCPro50,AID for TRADE,Kai Roger Hennum,"Astrid Rommetveit|,|Bjørn Bøthun",Univisjon,Felleskjøpet,Master,X Frode,,X Frode,
a1483,video,lukket,Videoproduksjon_Mastertape,Showreel 2007,00:04:00,2007-01-01T00:00:00Z,DVCPro50,Showreel 2007,,Frode Ims,Univisjon,,Master,X Frode,,X Frode,
a1482,video,lukket,Videoproduksjon_Mastertape,The first co2 victims?,,2007-01-01T00:00:00Z,DVCPro50,PILOT Carboocean. The first co2 victims?,,Bjørn Vassnes,,,Master,"I rightsholder: ""kun intervjubilder"", X Frode","I rightsholder: ""kun intervjubilder""",X Frode,
a1468,video,lukket,Videoproduksjon_Mastertape,Trade not aid,00:13:46,2006-01-01T00:00:00Z,DVCPro50,"Trade not aid, clean master","Vigdis Broch Due|,|Kai Roger Hennum","Astrid Rommetveit|,|Bjørn Bøthun",Univisjon,UD,Master,X Frode,,X Frode,
A1435,video,lukket,Videoproduksjon_Mastertape,Fargespill 2006,00:17:00,2006-10-01T00:00:00Z,DVCPro,En film om prosessen mot en forstilling av og med barn og ungdom fra 19 ulike nasjoner.,"Ole Hamre|,|Sissel Saue|,|Hilde Sol Erdal",Arnt Brandseth,Univisjon,Sparebanken Vest,Master,X Frode,,X Frode,
a1501,video,lukket,Videoproduksjon_Mastertape,AID for TRADE,00:07:21,2007-01-01T00:00:00Z,DVCPro50,AID for TRADE. Portugisisk versjon,Kai Roger Hennum,"Astrid Rommetveit|,|Bjørn Bøthun",Univisjon,Felleskjøpet,Master,X Frode,,X Frode,
a1560,video,lukket,Videoproduksjon_Mastertape,Carboocean,,2007-01-01T00:00:00Z,DVCPro50,Master CARBOOCEAN,,"Bjørn Bøthun|,|Inger Lisbeth Ødesneltvedt",,,,X Frode,,X Frode,
a00387,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,DVCPro50,"Blå rikdom 1: Blå rikdom. Lofoten, Italia, USA, Mitioro, VietNam. Engelsk m txt",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
a0631,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,DVCPro50,"Blå rikdom 2: Drømmen om den store fangsten. Peru, Kina, Ghana, Aral. Engelsk m txt",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
a0630,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,DVCPro50,"Blå rikdom 3: Der haiene styrer. Island, Kenya, Norge, Japan. engelsk m txt",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
a1571,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,DVCPro50,"Blå rikdom 1: Blå rikdom. Lofoten, Italia, USA, Mitioro, VietNam. Norsk, fra nrk m tekst",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
a1572,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,DVCPro50,"Blå rikdom 2: Drømmen om den store fangsten. Peru, Kina, Ghana, Aral. Norsk fra nrk m tekst",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
a1573,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,DVCPro50,"Blå rikdom 3: Der haiene styrer. Island, Kenya, Norge, Japan. Norsk fra nrk m tekst",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
A1668,video,lukket,Videoproduksjon_Mastertape,Fjernvarme,,2007-11-20T00:00:00Z,DVCPro,Oppdragsvideo for BIR,,Astrid Rommetveit,,BIR,Master,X Frode,,X Frode,
a0861,video,lukket,Videoproduksjon_Mastertape,Utenfor eden,,2005-01-01T00:00:00Z,DVCPro,Utenfor eden. Offline Tibet,,Nils Arne Sæbø,,NRK,,,,,
a1166,video,lukket,Videoproduksjon_Mastertape,Forskning.no,,2006-01-01T00:00:00Z,DVCPro50,Forskning.no  - samletape 2006. 1. Skanner sparer museliv. 2. Fødselsdepresjon. 3. Søvnløshet. 4. Kriminalforskning. 5. DNA-chip. 6. Mikrofly,,Diverse,Univisjon,Forskning.no,,X Frode,,X Frode,
a1378,video,lukket,Videoproduksjon_Mastertape,Veterinærinstituttet overvåker fiskehelsen,,2007-08-01T00:00:00Z,DVCPro50,Veterinærinstituttet overvåker fiskehelsen,,Arnt Brandseth,Univisjon,,,X Frode,,X Frode,
a1400,video,lukket,Videoproduksjon_Mastertape,Holberg symposium 2006,00:50:47,2006-01-01T00:00:00Z,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. TV del 1,Shmuel N. Eisenstadt,Holberg,Holberg,Holberg,,X Frode,,X Frode,
a1510,video,lukket,Videoproduksjon_Mastertape,Holberg symposium 2006,00:55:28,2006-01-01T00:00:00Z,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. TV del 2,Shmuel N. Eisenstadt,Holberg,Holberg,Holberg,,X Frode,,X Frode,
a1512,video,lukket,Videoproduksjon_Mastertape,Holberg symposium 2006,01:20:38,2006-01-01T00:00:00Z,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. DVD del 1,Shmuel N. Eisenstadt,Holberg,Holberg,Holberg,,X Frode,,X Frode,
a1511,video,lukket,Videoproduksjon_Mastertape,Holberg symposium 2006,01:37:50,2006-01-01T00:00:00Z,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. DVD del 2,Shmuel N. Eisenstadt,Holberg,Holberg,Holberg,,X Frode,,X Frode,
a1754,video,lukket,Videoproduksjon_Mastertape,En oppskrift på fattigdom,00:15:40,2007-01-01T00:00:00Z,DVCPro50,En oppskrift på fattigdom,Vigdis Broch Due,Astrid Rommetveit,Univisjon,UD,,X Frode,,X Frode,
a1812,video,lukket,Videoproduksjon_Mastertape,Marineholmen,00:03:30,2008-05-27T00:00:00Z,DVCPro50,MARINEHOLMEN 2008,,Siv Systad,Univisjon,Rieber Eiendom,,X Frode,,X Frode,
a1484,video,lukket,Videoproduksjon_Mastertape,Forskning.no,,2007-01-01T00:00:00Z,DVCPro50,Forskning.no  - samletape 2007. 1. De første CO2-ofrene. 2. Akupunktur mot hetetokter. 3. Etterforsker og forsker. 4. Isfri Istid,,Diverse,Univisjon,Forskning.no,,X Frode,,X Frode,
a1516,video,lukket,Videoproduksjon_Mastertape,Jakta på polarstormen,00:54:00,2008-01-01T00:00:00Z,DVCPro50,Jakta på polarstormen. Norsk versjon m tekst,,"Univisjon|,|Alligator",Univisjon,,,X Frode,,X Frode,
a2014,video,lukket,Videoproduksjon_Mastertape,Jakta på polarstormen,00:54:00,2008-01-01T00:00:00Z,DVCPro50,Jakta på polarstormen. Chasing the polar low. Engelsk versjon m tekst,,"Univisjon|,|Alligator",Univisjon,,,X Frode,,X Frode,
a2015,video,lukket,Videoproduksjon_Mastertape,golfstrømmen,00:54:28,2008-01-01T00:00:00Z,DVCPro50,"Jakta på polarstormen. Norsk versjon fra NRK, clean",,"Univisjon|,|Alligator",Univisjon,,,X Frode,,X Frode,
a1181,video,lukket,Videoproduksjon_Mastertape,Om golfstrømmen skulle stanse...,00:29:00,2001-01-01T00:00:00Z,DVCPro25,Om golfstrømmen skulle stanse...,,Bjørn Vassnes,,NRK,,,,,
A2019,video,lukket,Videoproduksjon_Mastertape,Jakta på polarstormen,00:54:28,2008-01-01T00:00:00Z,DVCPro50,Jakta på polarstormen -Back-up før fargekorrigering,,"Univisjon|,|Alligator",Univisjon,,,,,,
A2052,video,lukket,Videoproduksjon_Mastertape,Griegakademiet,,2009-01-01T00:00:00Z,DVCPro50,Griegakademiet. versjon 1: Søknadsfrist -  web. versjon 2: u/ logo. versjon 3: clean,,Univisjon,Univisjon,Griegakademiet,,X Frode,,X Frode,
a2033,video,lukket,Videoproduksjon_Mastertape,Polarstormen forskerversjon,,2008-01-01T00:00:00Z,DVCPro50,Polarstormen forskerversjon. norsk og engelsk versjon,,Univisjon,Univisjon,IPY Thorpex,,,,,
a2025,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:55:00,2009-01-01T00:00:00Z,DVCPro50,Carboocean. Hunting for co2. Første versjon DVD,,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2026,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:55:00,2009-01-01T00:00:00Z,DVCPro50,Carboocean. Hunting for co2. Første versjon DVD,,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2049,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:29:00,2009-01-01T00:00:00Z,DVCPro50,Carboocean. Hunting for co2. Spansk tekst,,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2048,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:29:00,2009-01-01T00:00:00Z,DVCPro50,Carboocean. Hunting for co2. Tysk tekst,,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2050,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:29:00,2009-01-01T00:00:00Z,DVCPro50,Carboocean. Hunting for co2. Fransk tekst,,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2037,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:29:00,2009-01-01T00:00:00Z,DVCPro50,Carboocean. Hunting for co2. NRK2 versjon,,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2051,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:29:00,2009-01-01T00:00:00Z,DVCPro50,"Carboocean. Hunting for co2. NRK2 versjon. Clean versjon, I-lyd",,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2022,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:50:00,2009-01-01T00:00:00Z,DVCPro50,"Carboocean. Hunting for co2. Kunnskapskanalen versjon. Clean versjon, I-lyd",,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2023,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,00:50:00,2009-01-01T00:00:00Z,DVCPro50,Carboocean. Hunting for co2. Kunnskapskanalen versjon,,Univisjon,Univisjon,Carboocean,,X Frode,,X Frode,
a2046,video,lukket,Videoproduksjon_Mastertape,Vitenskapshvelvet,00:30:00,2010-01-01T00:00:00Z,DVCPro50,Vitenskapshvelvet Program 1,,May-Britt Skjelvik,,,Master,X Frode,,X Frode,
a2053,video,lukket,Videoproduksjon_Mastertape,Jakta på Polarstormen,,2010-01-01T00:00:00Z,DVCPro50,Jakta på Polarstormen. Final mix. Clean master,,Univisjon,Univisjon,IPY Thopex EU,,X Frode,,X Frode,
a2054,video,lukket,Videoproduksjon_Mastertape,Jakta på Polarstormen,,2010-01-01T00:00:00Z,DVCPro50,Jakta på Polarstormen. I-lyd. Clean master,,Univisjon,Univisjon,IPY Thopex EU,,X Frode,,X Frode,
a1560,video,lukket,Videoproduksjon_Mastertape,Carboocean,,,DVCPro50,Carboocean. MASTER av de første filmene.,,"Bjørn Bøthun|,|Inger Lisbeth Ødesneltvedt",Univisjon,Carboocean,,,,,
A0070,video,lukket,Videoproduksjon_Mastertape,På jakt etter de første nordmenn,00:32:09,1988-11-30T00:00:00Z,DVCPro,"Fosenstraumen, Radøy",,,AV-avd UiB,NRK,,"UREG, X Frode, kopi av master",UREG,X Frode,kopi av master
A00335,video,lukket,Videoproduksjon_Mastertape,Grieg - Engelsk,,,DVCPro,,,,,,,"UREG, X Frode",UREG,X Frode,
A00336,video,lukket,Videoproduksjon_Mastertape,Grieg - Norsk,,,DVCPro,,,,,,,"UREG, X Frode",UREG,X Frode,
A1878,video,lukket,Videoproduksjon_Mastertape,Forskning.no 2009_del1,,,DVCPro,"Reportasjer. Eldre og Kreativitet, Simulert vær, Sykemelding, Blokkfløytemannen, Kutling, Bergen Museum",,,,,,"UREG, X Frode",UREG,X Frode,
A2041,video,lukket,Videoproduksjon_Mastertape,Forskning.no 2009_del2,,,DVCPro,"Bergen Museum, Klode-Forskningsdagene 2009",,,,,,"UREG, X Frode",UREG,X Frode,
A1253,video,lukket,Videoproduksjon_Mastertape,Vendepunkt 1:4 Lykkelige omstendigheter,00:29:00,,DVCPro50,,,,Univisjon,,,"UREG, X Frode",UREG,X Frode,
A1275,video,lukket,Videoproduksjon_Mastertape,Første Semester - en informasjonsfilm om Universitetet i Bergen,00:27:02,,DVCPro,,,,,,,"UREG, X Frode, kopi av master",UREG,X Frode,kopi av master
A1277,video,lukket,Videoproduksjon_Mastertape,Møte med Knut Fægri,00:30:35,,DVCPro,,,,,,,"UREG, X Frode, kopi av master",UREG,X Frode,kopi av master
A1269,video,lukket,Videoproduksjon_Mastertape,Med en skje at Æde,00:09:50,1986-11-30T00:00:00Z,DVCPro,,,,,,,"UREG, X Frode, kopi av master",UREG,X Frode,kopi av master
A0556,video,lukket,Videoproduksjon_Mastertape,Erasmus - Fransk versjon,,,,,,,,,,"UREG, X Frode",UREG,X Frode,
A1276,video,lukket,Videoproduksjon_Mastertape,Botanisk Institutt - Jubileumsvideo,00:20:50,,DVCPro,,,,,,,"UREG, X Frode, kopi av master",UREG,X Frode,kopi av master
ureg-mastertape-863,video,lukket,Videoproduksjon_Mastertape,"Forskeren, musikeren og mennesket. Erik Waaler",00:42:00,1981-11-30T00:00:00Z,DV,,,,,,,"UREG/UNR, X Frode, kopi av master",UREG/UNR,X Frode,kopi av master
ureg-mastertape-864,video,lukket,Videoproduksjon_Mastertape,Vendepunkt sesong 2 Episode 4 Finne roen,,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-865,video,lukket,Videoproduksjon_Mastertape,Vendepunkt sesong 2 prog 1 Barnløse fugler,00:29:00,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-866,video,lukket,Videoproduksjon_Mastertape,Vendepunkt 4:4 Når kroppen svikter,00:29:00,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-867,video,lukket,Videoproduksjon_Mastertape,Vendepunkt 3:4 Alene tilbake,00:29:00,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-868,video,lukket,Videoproduksjon_Mastertape,Vendepunkt 2:4 Bare en jobb,00:29:00,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-869,video,lukket,Videoproduksjon_Mastertape,Vendepunkt 1:4 Lykkelige omstendigheter,00:29:00,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-870,video,lukket,Videoproduksjon_Mastertape,Carboocean - Hunting for co2,,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-871,video,lukket,Videoproduksjon_Mastertape,Vendepunkt sesong 2 episode 2 Restart,00:29:00,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-872,video,lukket,Videoproduksjon_Mastertape,Vendepunkt sesong 2 episode 3 Ut av avhengigheten,00:29:00,,DVCPro50,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
ureg-mastertape-873,video,lukket,Videoproduksjon_Mastertape,Haukeland Sykehus - Et samfunn i samfunnet,00:35:58,,DVCPro,,,,,,,"UREG/UNR, X Frode",UREG/UNR,X Frode,
A0470,video,lukket,Videoproduksjon_Mastertape,Barndommens rike prg 1 Det lekende barnet,,,DVCPro25,,,,,,,"UREG, X Frode",UREG,X Frode,
A0457,video,lukket,Videoproduksjon_Mastertape,Barndommens rike prg 1 Det lekende barnet,,,DVCPro25,,,,,,Dub,"UREG, X Frode",UREG,X Frode,
A0468,video,lukket,Videoproduksjon_Mastertape,Barndommens rike prg 2 Det talentfulle barnet,,,DVCPro25,,,,,,,"UREG, X Frode",UREG,X Frode,
A0469,video,lukket,Videoproduksjon_Mastertape,Barndommens rike prg 3 Barnet og familien,,,DVCPro25,,,,,,,"UREG, X Frode",UREG,X Frode,
A0467,video,lukket,Videoproduksjon_Mastertape,Barndommens rike prg 4 Den tøffe barndommen,,,DVCPro25,,,,,,,"UREG, X Frode",UREG,X Frode,
3198,video,lukket,Videoproduksjon_Mastertape,vekternes spor,,,U-Matic,,,,,,,"Ikke spillbar, ",Ikke spillbar,,
ureg-mastertape-880,video,lukket,Videoproduksjon_Mastertape,"Virtue, Frede Thingstad Marine micro ecology",,1999-02-17T00:00:00Z,DVCPro,,,,,,,"UREG, X Frode",UREG,X Frode,
ureg-mastertape-881,video,lukket,Videoproduksjon_Mastertape,"Virtue, Gunnar Bratbak MME Marine viruses",,,DVCPro,,,,,,,"UREG, X Frode",UREG,X Frode,
